speaker_id,birth place,city,native language,other language(s),age,sex,age of english onset,english learning method,english residence,length of english residence,language
2590,"usulutan, el salvador",usulutan,spanish,none,32,female,11,academic,usa,23 years,spanish203
2591,"kaiserslautern, germany",kaiserslautern,german,french,50,female,5,naturalistic,usa,34 years,german38
2592,"riyadh, saudi arabia",riyadh,arabic,none,25,female,12,academic,usa,2 years,arabic150
2593,"novosibirsk, russia",novosibirsk,russian,none,19,female,5,naturalistic,usa,17 years,russian54
2594,"sao paulo, brazil",sao paulo,portuguese,none,22,female,12,academic,usa,10 years,portuguese60
2595,"mombasa, kenya",mombasa,luo,swahili,47,female,5,academic,"ireland, usa",12 years,luo3
2596,"ho chi minh city, vietnam",ho chi minh city,vietnamese,none,59,female,27,academic,usa,34 years,vietnamese27
2597,"ahvaz, iran",ahvaz,farsi,none,25,female,10,academic,usa,6 years,farsi29
2598,"riyadh, saudi arabia",riyadh,arabic,french,25,female,5,academic,usa,3 years,arabic151
2599,"beijing, china",beijing,mandarin,none,19,female,13,academic,usa,6 years,mandarin114
2600,"naples, italy",naples,italian,none,61,female,13,naturalistic,usa,48 years,italian36
2601,"edison, new jersey, usa",edison,telugu,hindi,18,female,3,naturalistic,usa,18 years,telugu12
2602,"almeria, spain",almeria,spanish,french,21,male,8,academic,usa,0.8 years,spanish204
2603,"hyderabad, india",hyderabad,telugu,hindi,25,male,5,academic,usa,4 years,telugu13
2604,"accra, ghana",accra,twi,french ewe,19,female,10,naturalistic,usa,4 years,twi8
2605,"seoul, south korea",seoul,korean,japanese french,35,female,12,academic,usa,6.8 years,korean90
2606,"pensacola, florida, usa",pensacola,english,none,93,female,0,naturalistic,usa,93 years,english614
2607,"riyadh, saudi arabia",riyadh,arabic,none,28,female,7,naturalistic,usa,10 years,arabic152
2608,"bijelijina, bosnia and herzegovina",bijelijina,serbian,german,38,female,9,academic,usa,13 years,serbian19
2609,"rajkot, gujarat, india",rajkot,hindi,gujarati,36,female,5,academic,usa,13 years,hindi31
2610,"tolcsva, borsod, hungary",tolcsva,hungarian,none,58,female,14,academic,"usa, uk",2 years,hungarian11
2611,"bombay, maharashtra, india",bombay,marathi,hindi,27,female,8,academic,usa,3 years,marathi9
2612,"hyderabad, india",hyderabad,urdu,hindi,31,female,3,academic,usa,2 years,urdu25
2613,"dublin, ireland",dublin,english,french danish,20,male,0,naturalistic,ireland,20 years,english615
2614,"cerete, colombia",cerete,spanish,french,29,male,7,academic,canada,0.3 years,spanish205
2615,"santiago, chile",santiago,spanish,none,21,female,4,academic,"usa, uk",0.4 years,spanish206
2616,"varna, bulgaria",varna,bulgarian,none,34,female,10,academic,usa,12 years,bulgarian19
2617,"poltava, ukraine",poltava,russian,ukrainian,33,female,9,naturalistic,,0 years,russian55
2618,"turkmenabat, turkmenistan",turkmenabat,turkmen,uzbek russian,29,female,9,academic,usa,1 years,turkmen2
2619,"fort wayne, indiana, usa",fort wayne,english,german,23,male,0,naturalistic,usa,23 years,english616
2620,"moscow, russia",moscow,russian,french polish,60,female,25,naturalistic,usa,0.1 years,russian56
2621,"moscow, russia",moscow,russian,german arabic,40,male,17,academic,,0 years,russian57
2622,"moscow, russia",moscow,russian,spanish,45,male,12,naturalistic,,0 years,russian58
2623,"moscow, russia",moscow,russian,czech slovak,63,female,15,academic,,0 years,russian59
2624,"moscow, russia",moscow,russian,german,30,male,7,academic,,0 years,russian60
2625,"belgorod, russia",belgorod,russian,none,24,female,7,academic,,0 years,russian61
2626,"moscow, russia",moscow,russian,none,23,female,7,academic,,0 years,russian62
2627,"moscow, russia",moscow,russian,ukrainian,45,male,7,academic,,0 years,russian63
2628,"moscow, russia",moscow,russian,spanish,20,female,12,academic,,0 years,russian64
2629,"kiev, ukraine",kiev,russian,ukrainian,21,male,6,academic,usa,2.2 years,russian65
2630,"kingston, jamaica",kingston,english,none,34,female,0,naturalistic,jamaica,34 years,english617
2631,"kandalaksha, murmanskaya, russia",kandalaksha,russian,none,23,female,19,naturalistic,,0 years,russian66
2632,"kirov, kirovskaya, russia",kirov,russian,none,31,male,10,academic,malta,0.1 years,russian67
2633,"moscow, russia",moscow,russian,none,30,male,9,academic,,0 years,russian68
2634,"moscow, russia",moscow,russian,spanish,22,female,5,academic,uk,0.1 years,russian69
2635,"moscow, russia",moscow,russian,french,30,male,10,academic,uk,0.1 years,russian70
2636,"moscow, russia",moscow,russian,french,33,male,6,academic,"uk, usa",0.2 years,russian71
2637,"nome, alaska, usa",nome,yupik,russian,40,male,6,academic,usa,40 years,yupik2
2638,"nome, alaska, usa",nome,yupik,none,42,female,6,naturalistic,usa,42 years,yupik3
2639,"moscow, russia",moscow,russian,none,21,female,7,academic,,0 years,russian72
2640,"vladikavkaz, russia",vladikavkaz,ossetic,russian,30,female,10,academic,,0 years,ossetic1
2641,"moscow, russia",moscow,russian,none,29,female,7,academic,usa,0.1 years,russian73
2642,"st. petersburg, russia",st. petersburg,russian,none,31,female,9,academic,,0 years,russian74
2643,"baghdad, iraq",baghdad,farsi,arabic russian uzbek,18,male,7,academic,,0 years,farsi30
2644,"savasleyka, russia",savasleyka,russian,german,20,female,10,academic,,0 years,russian75
2645,"tallinn, estonia",tallinn,estonian,russian,19,female,9,academic,,0 years,estonian5
2646,"rome, italy",rome,italian,none,24,male,6,academic,uk,0.1 years,italian37
2647,"voru, estonia",voru,voro,estonian russian,40,female,9,academic,,0 years,voro1
2648,"viljandi, estonia",viljandi,estonian,german,32,female,9,academic,,0 years,estonian6
2649,"tartu, estonia",tartu,estonian,none,27,female,9,academic,,0 years,estonian7
2650,"parnu, estonia",parnu,estonian,russian,37,female,13,academic,"usa, uk",0.4 years,estonian8
2651,"tartu, estonia",tartu,estonian,russian,43,female,9,academic,,0 years,estonian9
2652,"parnu, estonia",parnu,estonian,russian german,43,male,9,academic,usa,0.1 years,estonian10
2653,"tallinn, estonia",tallinn,estonian,russian spanish,21,female,11,academic,,0 years,estonian11
2654,"polva, estonia",polva,estonian,voro,25,female,9,academic,,0 years,estonian12
2655,"tallinn, estonia",tallinn,estonian,finnish german latvian hungarian,32,female,9,academic,usa,0.1 years,estonian13
2656,"tampere, finland",tampere,finnish,estonian swedish,46,male,9,academic,"usa, australia",0.3 years,finnish10
2657,"tartu, estonia",tartu,estonian,german,25,male,9,academic,,0 years,estonian14
2658,"bern, switzerland",bern,swiss german,none,25,female,8,academic,"canada, usa, uk",1.2 years,swiss german7
2659,"krasnoyarsk, russia",krasnoyarsk,russian,none,21,female,16,academic,,0 years,russian76
2660,"rapla, estonia",rapla,voro,estonian russian,53,female,12,academic,uk,0.1 years,voro2
2661,"tallinn, estonia",tallinn,estonian,russian german,26,female,9,naturalistic,usa,1 years,estonian15
2662,"tallinn, estonia",tallinn,voro,estonian russian spanish,46,female,18,academic,uk,0.1 years,voro3
2663,,,,none,,,,,,years,
2664,"viljandi, estonia",viljandi,estonian,russian,58,female,12,academic,uk,0.1 years,estonian16
2665,"kohtla-jarve, estonia",kohtla-jarve,estonian,russian mandarin,44,female,20,academic,"uk, usa",0.2 years,estonian17
2666,"imatra, finland",imatra,finnish,swedish russian,36,female,19,academic,uk,0.1 years,finnish11
2667,"espoo, finland",espoo,finnish,swedish french italian german,43,female,13,academic,uk,0.1 years,finnish12
2668,"helsinki, finland",helsinki,finnish,swedish,29,female,9,academic,uk,0.1 years,finnish13
2669,"helsinki, finland",helsinki,finnish,swedish,30,female,14,academic,"canada, uk",4 years,finnish14
2670,"joensuu, finland",joensuu,swedish,finnish estonian french,61,male,10,academic,"usa, uk",0.4 years,swedish21
2671,"helsinki, finland",helsinki,swedish,finnish,33,male,5,naturalistic,uk,0.1 years,swedish22
2672,"espoo, finland",espoo,finnish,none,51,female,5,naturalistic,"australia, usa, uk",1.2 years,finnish15
2673,"zenica, bosnia and herzegovina",zenica,bosnian,french,27,male,5,academic,,0 years,bosnian12
2674,"fullerton, california, usa",fullerton,english,swedish spanish french hebrew,58,male,0,naturalistic,usa,36 years,english618
2675,"urumqi, xinjiang, china",urumqi,mandarin,latin,19,male,5,academic,,0 years,mandarin115
2676,"kuwait city, kuwait",kuwait city,arabic,none,20,male,5,academic,"usa, uk",3.1 years,arabic153
2677,"baotou, inner mongolia, china",baotou,mandarin,mongolian french,24,male,9,academic,usa,1 years,mandarin116
2678,"changchun, jilin, china",changchun,mandarin,none,25,male,9,academic,usa,6 years,mandarin117
2679,"xi'an, shanxi, china",xi'an,mandarin,none,24,female,9,academic,usa,1 years,mandarin118
2680,"hezuo, gansu, china",hezuo,tibetan,mandarin,20,male,12,academic,usa,1 years,tibetan5
2681,"kabul, afghanistan",kabul,dari,none,28,female,12,academic,usa,1 years,dari6
2682,"tehran, iran",tehran,farsi,none,28,female,27,academic,usa,1 years,farsi31
2683,"bangkok, thailand",bangkok,thai,none,42,female,31,academic,,0 years,thai21
2684,"ica, peru",ica,spanish,none,39,female,12,academic,usa,0.3 years,spanish207
2685,"seoul, south korea",seoul,korean,japanese,43,female,14,academic,usa,7 years,korean91
2686,"taipei, taiwan",taipei,taiwanese,mandarin,27,male,5,academic,usa,5 years,taiwanese10
2687,"taipei, taiwan",taipei,taiwanese,mandarin,23,male,4,academic,usa,0.1 years,taiwanese11
2688,"wattala, sri lanka",wattala,sinhala,hindi,28,female,12,academic,usa,6.5 years,sinhala8
2689,"wattala, sri lanka",wattala,sinhala,none,39,male,5,academic,usa,14.8 years,sinhala9
2690,"tirana, albania",tirana,albanian,italian,51,male,14,naturalistic,usa,27 years,albanian12
2691,"kyustendil, bulgaria",kyustendil,bulgarian,russian french,47,female,16,naturalistic,usa,20 years,bulgarian20
2692,"santo domingo, dominican republic",santo domingo,spanish,none,49,male,13,academic,usa,30 years,spanish208
2693,"baha, saudi arabia",baha,arabic,none,64,male,12,academic,usa,3.5 years,arabic154
2694,"osun, masbate, philippines",osun,masbatenyo,none,53,female,12,naturalistic,usa,20 years,masbatenyo1
2695,"phnom penh, cambodia",phnom penh,khmer,none,22,male,5,naturalistic,usa,17 years,khmer8
2696,"chinhoyi, zimbabwe",chinhoyi,shona,none,30,male,6,academic,usa,1 years,shona3
2697,"mogadishu, somalia",mogadishu,somali,none,34,female,16,academic,usa,18 years,somali8
2698,"montreal, quebec, canada",montreal,yiddish,hebrew,64,male,3,naturalistic,"canada, usa",64 years,yiddish6
2699,"changchun, jilin, china",changchun,mandarin,none,24,female,7,academic,usa,1 years,mandarin119
2700,"chengde, hebei, china",chengde,mandarin,none,24,male,10,academic,usa,0.1 years,mandarin120
2701,"skopje, macedonia",skopje,macedonian,swedish serbian bulgarian slovenian spanish,61,male,8,naturalistic,,0 years,macedonian27
2702,"nantong, jiangsu, china",nantong,wu,mandarin,28,female,7,academic,usa,1 years,wu4
2703,"new delhi, india",new delhi,hindi,none,27,female,9,academic,usa,1 years,hindi32
2704,"fuzhou, fujian, china",fuzhou,cantonese,mandarin,26,female,7,academic,usa,2 years,cantonese32
2705,"lima, peru",lima,spanish,asl,35,female,12,naturalistic,usa,16 years,spanish209
2706,"hong kong, china",hong kong,cantonese,mandarin,25,female,7,academic,usa,2 years,cantonese33
2707,"xiangtan, hunan, china",xiangtan,xiang,mandarin japanese,25,male,9,academic,usa,1 years,xiang5
2708,"huangshan, anhui, china",huangshan,mandarin,none,30,female,13,academic,usa,5 years,mandarin121
2709,"changsha, hunan, china",changsha,xiang,mandarin,28,female,6,academic,usa,2 years,xiang6
2710,"hong kong, china",hong kong,cantonese,mandarin,19,male,6,academic,usa,2 years,cantonese34
2711,"xi'an, shanxi, china",xi'an,mandarin,none,26,male,6,academic,usa,1 years,mandarin122
2712,"dongguan, guangdong, china",dongguan,min nan,mandarin,25,male,6,academic,usa,2 years,min nan1
2713,"nantong, jiangsu, china",nantong,wu,mandarin,20,male,8,academic,usa,1 years,wu5
2714,"chengdu, sichuan, china",chengdu,mandarin,none,21,male,6,academic,usa,1 years,mandarin123
2715,"milan, italy",milan,italian,none,26,male,8,academic,usa,1 years,italian38
2716,"chongqing, china",chongqing,mandarin,none,33,female,13,academic,usa,3.2 years,mandarin124
2717,"novokuznetsk, russia",novokuznetsk,russian,french,36,female,24,academic,usa,5 years,russian77
2718,"piraciciaba, brazil",piraciciaba,portuguese,spanish,29,female,12,academic,usa,6 years,portuguese61
2719,"changchun, jilin, china",changchun,mandarin,none,24,female,6,academic,usa,1 years,mandarin125
2720,"buraydah, saudi arabia",buraydah,arabic,none,28,male,15,academic,"usa, canada",1.5 years,arabic155
2721,"sao paulo, sao paulo, brazil",sao paulo,portuguese,spanish,29,female,7,academic,usa,3 years,portuguese62
2722,"rostov na donu, russia",rostov na donu,russian,ukrainian spanish,38,female,18,academic,usa,20 years,russian78
2723,"tokyo, japan",tokyo,japanese,none,21,female,12,academic,usa,0.2 years,japanese35
2724,"jackson, tennessee, usa",jackson,english,none,21,male,0,naturalistic,usa,21 years,english619
2725,"harare, zimbabwe",harare,french,swahili lingala,19,female,13,academic,usa,1 years,french70
2726,"yulin, shanxi, china",yulin,mandarin,italian,24,male,8,academic,usa,2 years,mandarin126
2727,"shaoxing, zhejiang, china",shaoxing,wu,mandarin,21,male,10,academic,usa,0.3 years,wu6
2728,"cavite city, philippines",cavite city,tagalog,none,21,male,6,naturalistic,usa,5.3 years,tagalog25
2729,"cordoba, argentina",cordoba,spanish,none,20,female,8,naturalistic,"puerto rico, usa",18 years,spanish210
2730,"cairo, egypt",cairo,arabic,none,18,female,6,academic,usa,3.5 years,arabic156
2731,"ankara, turkey",ankara,turkish,none,27,male,12,academic,usa,3 years,turkish39
2732,"kaunas, lithuania",kaunas,lithuanian,russian,40,male,13,academic,usa,18 years,lithuanian8
2733,"kiev, ukraine",kiev,ukrainian,russian,19,female,6,academic,uk,1.5 years,ukrainian12
2734,"sanaa, yemen",sanaa,arabic,none,38,female,6,academic,usa,2 years,arabic157
2735,"glasgow, scotland, uk",glasgow,english,none,55,male,0,naturalistic,"uk, usa",55 years,english620
2736,"phnom penh, cambodia",phnom penh,khmer,none,20,male,10,academic,usa,10 years,khmer9
2737,"seoul, south korea",seoul,korean,none,19,female,6,naturalistic,"mariana island, usa",12 years,korean92
2738,"mzimba, malawi",mzimba,tumbuka,chichewa,54,female,7,academic,usa,4 years,tumbuka1
2739,"krasnodar, russia",krasnodar,russian,ukrainian,49,female,24,academic,usa,21 years,russian79
2740,"kinshasa, democratic republic of congo",kinshasa,french,none,18,female,9,academic,usa,8 years,french71
2741,"jakarta, indonesia",jakarta,arabic,indonesian,22,male,8,academic,usa,5 years,arabic158
2742,"medina, saudi arabia",medina,arabic,none,19,male,14,naturalistic,usa,1 years,arabic159
2743,"amman, jordan",amman,arabic,french,26,female,3,academic,usa,5 years,arabic160
2744,"addis ababa, ethiopia",addis ababa,amharic,arabic spanish,19,male,11,naturalistic,usa,8 years,amharic24
2745,"paros, greece",paros,greek,german spanish turkish,61,male,7,academic,usa,18 years,greek16
2746,"mantoudi, greece",mantoudi,greek,romanian spanish,55,female,9,academic,usa,2 years,greek17
2747,"onitsha, nigeria",onitsha,igbo,spanish,22,male,6,naturalistic,usa,17 years,igbo4
2748,"shenyang, liaoning, china",shenyang,mandarin,cantonese dutch,25,male,15,academic,usa,3.3 years,mandarin127
2749,"minya, egypt",minya,arabic,german french,38,female,12,academic,usa,10 years,arabic161
2750,"buraydah, saudi arabia",buraydah,arabic,none,50,male,12,academic,usa,8 years,arabic162
2751,"jakarta, indonesia",jakarta,indonesian,spanish german,48,female,10,academic,"singapore, usa",12 years,indonesian13
2752,"bouznika, morocco",bouznika,arabic,french,27,female,14,academic,usa,3 years,arabic163
2753,"clausthal-zellerfeld, germany",clausthal-zellerfeld,german,none,18,male,5,academic,usa,2 years,german39
2754,"douala, cameroon",douala,french,none,26,female,25,academic,usa,0.4 years,french72
2755,"szeged, hungary",szeged,hungarian,spanish,22,female,10,academic,,0 years,hungarian12
2756,"mashhad, iran",mashhad,farsi,none,27,male,14,academic,usa,3 years,farsi32
2757,"miskolc, hungary",miskolc,hungarian,german,27,female,10,academic,,0 years,hungarian13
2758,"beaumont-le-roger, france",beaumont-le-roger,french,italian,60,male,12,academic,usa,39 years,french73
2759,"durres, albania",durres,albanian,spanish,18,female,8,academic,usa,4 years,albanian13
2760,"la paz, bolivia",la paz,spanish,none,19,female,16,academic,usa,3 years,spanish211
2761,"la union, el salvador",la union,spanish,none,21,female,10,academic,usa,11 years,spanish212
2762,"gonbad-qabus, iran",gonbad-qabus,farsi,none,21,female,14,academic,usa,9 years,farsi33
2763,"chiplun, maharashtra, india",chiplun,marathi,hindi,26,female,7,academic,usa,1 years,marathi10
2764,"hyderabad, india",hyderabad,hindi,telugu arabic french greek sanskrit,44,female,6,naturalistic,"uk, canada, usa",30 years,hindi33
2765,"sale, morocco",sale,arabic,french,30,female,15,academic,usa,2 years,arabic164
2766,"kabul, afghanistan",kabul,dari,none,72,male,12,academic,usa,36 years,dari7
